8	67.50	32.50
9	72.50	27.50
10	67.50	32.50
11	60.00	40.00
12	52.50	47.50
13	55.00	45.00
14	60.00	40.00
15	65.00	35.00
16	67.50	32.50
17	52.50	47.50
18	52.50	47.50
19	57.50	42.50
20	55.00	45.00
21	70.00	30.00
22	70.00	30.00
23	72.50	27.50
24	65.00	35.00
25	60.00	40.00
26	65.00	35.00
27	65.00	35.00
28	70.00	30.00
29	65.00	35.00
30	57.50	42.50
31	57.50	42.50
32	60.00	40.00
33	55.00	45.00
34	65.00	35.00
35	55.00	45.00
36	65.00	35.00
37	55.00	45.00
38	65.00	35.00
39	55.00	45.00
40	55.00	45.00
